,date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
73,2016-09-13,2409,108011834,1239703988,11.6,11.75,11.3,11.4,0.15,14369
74,2016-09-14,2409,79599026,895569824,11.4,11.45,11.15,11.15,-0.25,11270
75,2016-09-19,2409,57137394,648307221,11.3,11.45,11.2,11.35,0.2,8243
76,2016-09-20,2409,93904729,1087116620,11.35,11.8,11.35,11.65,0.3,13206
77,2016-09-21,2409,136664514,1631852120,11.9,12.1,11.8,11.9,0.25,16198
78,2016-09-22,2409,47602511,562214157,12.0,12.05,11.65,11.65,-0.25,8091
79,2016-09-23,2409,33682056,397482562,11.7,11.9,11.65,11.85,0.2,6169
80,2016-09-26,2409,34645336,404891582,11.75,11.8,11.6,11.6,-0.25,6841
81,2016-09-29,2409,48214773,560089618,11.75,11.8,11.5,11.55,-0.05,8683
82,2016-09-30,2409,33776389,387503582,11.5,11.55,11.4,11.5,-0.05,6067
83,2016-10-03,2409,150306028,1805858889,11.65,12.2,11.6,12.15,0.65,18363
84,2016-10-04,2409,66868603,808204519,12.05,12.15,12.0,12.15,0.0,8394
85,2016-10-05,2409,47137442,574725107,12.1,12.3,12.0,12.25,0.1,10141
86,2016-10-06,2409,53991671,666763875,12.4,12.45,12.25,12.3,0.05,7728
87,2016-10-07,2409,50747418,613082810,12.3,12.3,12.0,12.0,-0.3,7280
88,2016-10-11,2409,80505514,947921556,12.15,12.2,11.55,11.65,-0.35,10013
89,2016-10-12,2409,58608298,683687734,11.6,11.8,11.45,11.7,0.05,7967
90,2016-10-13,2409,52724080,618649307,11.75,11.8,11.6,11.8,0.1,7911
91,2016-10-14,2409,48833703,568904338,11.8,11.8,11.55,11.6,-0.2,5485
92,2016-10-17,2409,39065281,452823092,11.6,11.7,11.5,11.6,0.0,6795
93,2016-10-18,2409,32696115,382296316,11.7,11.75,11.6,11.75,0.15,5382
94,2016-10-19,2409,58835365,702431812,11.75,12.05,11.75,11.95,0.2,8719
95,2016-10-20,2409,35259160,422207270,12.0,12.05,11.9,12.0,0.05,5114
96,2016-10-21,2409,169886545,2115202161,12.1,12.6,12.1,12.45,0.45,18719
97,2016-10-24,2409,112207357,1436000115,12.65,12.9,12.65,12.8,0.35,16582
98,2016-10-25,2409,123853814,1615241332,13.0,13.15,12.9,13.0,0.2,18658
99,2016-10-26,2409,54921152,714793426,12.9,13.1,12.9,13.1,0.1,7899
100,2016-10-27,2409,74424899,965495657,13.2,13.25,12.8,12.85,-0.25,11339
101,2016-10-28,2409,141955248,1778723704,12.95,12.95,12.35,12.35,-0.5,19609
102,2016-10-31,2409,124227843,1496970716,12.2,12.25,11.95,12.0,-0.35,18508
103,2016-11-01,2409,65898509,804769609,12.1,12.35,12.05,12.25,0.25,10470
104,2016-11-02,2409,59167960,714547040,12.05,12.2,12.0,12.1,-0.15,6943
105,2016-11-03,2409,49221597,592227331,12.0,12.2,11.95,11.95,-0.15,8000
106,2016-11-04,2409,51469424,619818538,12.0,12.15,11.9,12.0,0.05,7977
107,2016-11-07,2409,34187407,411669333,12.05,12.15,11.95,12.0,0.0,5520
108,2016-11-08,2409,49097687,601089505,12.2,12.35,12.15,12.25,0.25,8330
109,2016-11-09,2409,116508410,1376308504,12.25,12.3,11.5,11.5,-0.75,16479
110,2016-11-10,2409,71864591,855240303,11.85,12.1,11.8,11.8,0.3,9745
111,2016-11-11,2409,70828768,811221736,11.55,11.6,11.35,11.45,-0.35,11567
112,2016-11-14,2409,41513754,470312045,11.35,11.45,11.25,11.35,-0.1,7548
113,2016-11-15,2409,60034820,689412321,11.35,11.6,11.35,11.4,0.05,8347
114,2016-11-16,2409,46304511,533562255,11.6,11.65,11.4,11.4,0.0,7843
115,2016-11-17,2409,61740508,717312890,11.5,11.7,11.45,11.65,0.25,8174
116,2016-11-18,2409,44332237,515682027,11.65,11.75,11.5,11.65,0.0,7754
117,2016-11-21,2409,50043801,588293787,11.65,11.85,11.65,11.75,0.1,7490
118,2016-11-22,2409,53094502,623800793,11.75,11.85,11.65,11.75,0.0,6978
119,2016-11-23,2409,30165788,354419904,11.75,11.85,11.65,11.65,-0.1,5312
120,2016-11-24,2409,28764552,332632882,11.65,11.7,11.5,11.55,-0.1,5018
121,2016-11-25,2409,20741751,240486793,11.55,11.65,11.5,11.65,0.1,3310
122,2016-11-28,2409,33310887,386617162,11.7,11.7,11.5,11.5,-0.15,5334
123,2016-11-29,2409,32345810,373224152,11.5,11.65,11.45,11.55,0.05,5309
124,2016-11-30,2409,46602314,535985818,11.55,11.65,11.45,11.45,-0.1,4496
125,2016-12-01,2409,40053273,460896597,11.55,11.65,11.45,11.45,0.0,5974
